,Date Reported As Of,PID,Project Name,Description,Category,Borough,Managing Agency,Client Agency,Current Phase,Design Start,Budget Forecast,Latest Budget Changes,Total Budget Changes,Forecast Completion,Latest Schedule Changes,Total Schedule Changes,Original Budget,Original Completion,Original Expected Duration,Latest Budget Changes (Scaled to Original),Total Budget Changes (Scaled to Original),Latest Schedule Changes (Scaled to Original),Total Schedule Changes (Scaled to Original),Total Frequency of Budget Changes,Total Frequency of Schedule Changes,Cumulative Budget Changes ($),Cumulative Schedule Changes (days),Budget_Change_Boolean,Schedule_Change_Boolean,Cumulative Budget Changes (no. of times),Cumulative Schedule Changes (no. of times)
2057,2019-09-01,851,FUEL TANK REPLACEMENT,"The scope of work consists of providing all necessary construction management, design, and  r.onstruction services required to perform ail phases of the project: Surveying, tank testing,  investigation, design, construction, and construction management for the closure, removal, upgrade,  or replacement of petroieum product storage tanks at various City owned sites. This work must  comply with all local, state, nnd federal laws nnd regulations governing tanks and associated work.    The general scope of work for tank replacement includes:    File NYSDEC PBS application; mobilization; securing all required NYC agency approvals & permits;  site survey; geophysical survey; drilling for laboratory soil and groundwater samples; crane & rigging;  saw cutting; demo & disposal of old tanks, piping, and concrete vaults; dewatering· of excavation; tank  bottom sludge removal & disposal; remove/transfer/dispose product; laboratory analysis of soil and  groundwater; excavate, remove, dispose incidental contaminated soil; install shoring, new tanks and  tan·k sumps, piping, monitoring and leak detection system, overfill protection and alarms, electrical  wiring; construction of concrete slabs and block piers; backfill excavation; resurfacing; demobilization;  performance of a closeout investigation and the preparation and filing of appropriate reports;  obtaining FDNY and DOB closeout documents; preparing ""As-built"" drawings.",Industrial Development,,DDC,DCAS,Construction,2017-10-30,31493000.0,0.0,0.0,2021-10-14,0.0,0.0,31493000.0,2021-10-14,1445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2064,2018-08-01,855,TRENCH RESTORATION BROOKLYN,Trench Restoration including full reconstruction,Industrial Development,,DDC,DOT,Design,2018-06-05,26893000.0,0.0,-1445000.0,2022-09-09,0.0,339.0,26893000.0,2022-09-09,1557.0,0.0,-0.053731454281783365,0.0,0.21772639691714837,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,2019-01-01,855,TRENCH RESTORATION BROOKLYN,Trench Restoration including full reconstruction,Industrial Development,,DDC,DOT,Design,2018-06-05,27038000.0,145000.0,-1445000.0,2022-09-09,0.0,339.0,26893000.0,2022-09-09,1557.0,0.005391737626891756,-0.053731454281783365,0.0,0.21772639691714837,2.0,2.0,145000.0,0.0,1.0,0.0,1.0,0.0
2062,2019-05-01,855,TRENCH RESTORATION BROOKLYN,Trench Restoration in The Borough Of Brooklyn including Full Street Reconstruction,Industrial Development,,DDC,DOT,Design,2018-06-05,27038000.0,0.0,-1445000.0,2022-08-13,-27.0,339.0,26893000.0,2022-09-09,1557.0,0.0,-0.053731454281783365,-0.017341040462427744,0.21772639691714837,2.0,2.0,145000.0,-27.0,0.0,1.0,1.0,1.0
2061,2019-09-01,855,TRENCH RESTORATION BROOKLYN,Trench Restoration in The Borough Of Brooklyn including Full Street Reconstruction,Industrial Development,,DDC,DOT,Design,2018-06-05,25448000.0,-1590000.0,-1445000.0,2023-08-14,366.0,339.0,26893000.0,2022-09-09,1557.0,-0.05912319190867512,-0.053731454281783365,0.2350674373795761,0.21772639691714837,2.0,2.0,-1445000.0,339.0,1.0,1.0,2.0,2.0
2068,2018-08-01,856,VCBC Fire Life Safety Phase II,Upgrading the fire protection systems at Vernon C. Bain Center.,Public Safety and Criminal Justice,,DOC,DOC,Design,2018-08-23,31737000.0,0.0,797000.0,2023-10-28,0.0,-296.0,31737000.0,2023-10-28,1892.0,0.0,0.025112644547373726,0.0,-0.15644820295983086,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2067,2019-01-01,856,VCBC Fire Life Safety Phase II,Upgrading the fire protection systems at Vernon C. Bain Center.,Public Safety and Criminal Justice,,DOC,DOC,Construction Procurement,2018-08-23,32637000.0,900000.0,797000.0,2022-03-31,-576.0,-296.0,31737000.0,2023-10-28,1892.0,0.028358067870309103,0.025112644547373726,-0.3044397463002114,-0.15644820295983086,2.0,2.0,900000.0,-576.0,1.0,1.0,1.0,1.0
2066,2019-05-01,856,VCBC Fire Life Safety Phase II,Upgrading the fire protection systems at Vernon C. Bain Center.,Public Safety and Criminal Justice,,DOC,DOC,Construction Procurement,2018-08-23,32534000.0,-103000.0,797000.0,2022-03-31,0.0,-296.0,31737000.0,2023-10-28,1892.0,-0.003245423322935375,0.025112644547373726,0.0,-0.15644820295983086,2.0,2.0,797000.0,-576.0,1.0,0.0,2.0,1.0
2065,2019-09-01,856,VCBC Fire Life Safety Phase II,Upgrading the fire protection systems at Vernon C. Bain Center.,Public Safety and Criminal Justice,,DOC,DOC,Design,2018-08-23,32534000.0,0.0,797000.0,2023-01-05,280.0,-296.0,31737000.0,2023-10-28,1892.0,0.0,0.025112644547373726,0.14799154334038056,-0.15644820295983086,2.0,2.0,797000.0,-296.0,0.0,1.0,2.0,2.0
2071,2019-01-01,858,Orchard Beach Pavilion,"The restoration of the existing landmarked Orchard Beach Pavilion (located in Bronx, NY) which includes the construction of an ADA ramp at the main entrance of the Pavilion to improve accessibility to the beach passageway.",Parks,,EDC,DPR,Design,2018-11-30,60000000.0,7976256.0,7976256.0,2022-08-01,0.0,0.0,52023744.0,2022-08-01,1340.0,0.15331953040519344,0.15331953040519344,0.0,0.0,1.0,0.0,7976256.0,0.0,1.0,0.0,1.0,0.0
2070,2019-05-01,858,Orchard Beach Pavilion,"The restoration of the existing landmarked Orchard Beach Pavilion (located in Bronx, NY) which includes the construction of an ADA ramp at the main entrance of the Pavilion to improve accessibility to the beach passageway.",Parks,,EDC,DPR,Design,2018-11-30,60000000.0,0.0,7976256.0,2022-08-01,0.0,0.0,52023744.0,2022-08-01,1340.0,0.0,0.15331953040519344,0.0,0.0,1.0,0.0,7976256.0,0.0,0.0,0.0,1.0,0.0
2069,2019-09-01,858,Orchard Beach Pavilion,"The restoration of the existing landmarked Orchard Beach Pavilion (located in Bronx, NY) which includes the construction of an ADA ramp at the main entrance of the Pavilion to improve accessibility to the beach passageway.",Parks,,EDC,DPR,Design,2018-11-30,60000000.0,0.0,7976256.0,2022-08-01,0.0,0.0,52023744.0,2022-08-01,1340.0,0.0,0.15331953040519344,0.0,0.0,1.0,0.0,7976256.0,0.0,0.0,0.0,1.0,0.0
2075,2018-08-01,859,Manhattan Greenway: East Midtown,The East Midtown Waterfront Greenway project involves the creation of a waterfront esplanade between East 53rd and East 59th Streets.,Parks,,EDC,EDC,Design,2017-10-01,130000000.0,0.0,0.0,2022-08-31,0.0,91.0,130000000.0,2022-08-31,1795.0,0.0,0.0,0.0,0.050696378830083565,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,2019-01-01,859,Manhattan Greenway: East Midtown,The East Midtown Waterfront Greenway project involves the creation of a waterfront esplanade between East 53rd and East 59th Streets.,Parks,,EDC,EDC,Design,2017-10-01,130000000.0,0.0,0.0,2022-10-31,61.0,91.0,130000000.0,2022-08-31,1795.0,0.0,0.0,0.033983286908077996,0.050696378830083565,0.0,3.0,0.0,61.0,0.0,1.0,0.0,1.0
2073,2019-05-01,859,Manhattan Greenway: East Midtown,The East Midtown Waterfront Greenway project involves the creation of a waterfront esplanade between East 53rd and East 59th Streets.,Parks,,EDC,EDC,Construction Procurement,2017-10-01,130000000.0,0.0,0.0,2022-11-01,1.0,91.0,130000000.0,2022-08-31,1795.0,0.0,0.0,0.0005571030640668524,0.050696378830083565,0.0,3.0,0.0,62.0,0.0,1.0,0.0,2.0
2072,2019-09-01,859,Manhattan Greenway: East Midtown,The East Midtown Waterfront Greenway project involves the creation of a waterfront esplanade between East 53rd and East 59th Streets.,Parks,,EDC,EDC,Construction,2017-10-01,130000000.0,0.0,0.0,2022-11-30,29.0,91.0,130000000.0,2022-08-31,1795.0,0.0,0.0,0.01615598885793872,0.050696378830083565,0.0,3.0,0.0,91.0,0.0,1.0,0.0,3.0
2077,2019-05-01,860,Manhattan Greenway: Harlem River,"The Manhattan Greenway Harlem River project, between West 125th Street and Swindler Cove, involves the creation of a park, greenway, and the reconstruction of the bulkhead.",Parks,,EDC,DPR,Design,2019-06-15,227658000.0,0.0,0.0,2024-04-15,0.0,0.0,227658000.0,2024-04-15,1766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,2019-09-01,860,Manhattan Greenway: Harlem River,"The Manhattan Greenway Harlem River project, between West 125th Street and Swindler Cove, involves the creation of a park, greenway, and the reconstruction of the bulkhead.",Parks,,EDC,DPR,Design,2019-06-15,227658000.0,0.0,0.0,2024-04-15,0.0,0.0,227658000.0,2024-04-15,1766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2081,2018-08-01,861,West 33rd Street,Regrading and reconstruction of 33rd Street Viaduct between 11th and 12th Avenue..,Streets and Roadways,,EDC,DOT,Design,2018-09-01,100000000.0,0.0,0.0,2022-02-28,0.0,275.0,100000000.0,2022-02-28,1276.0,0.0,0.0,0.0,0.21551724137931033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,2019-01-01,861,West 33rd Street,Regrading and reconstruction of 33rd Street Viaduct between 11th and 12th Avenue..,Streets and Roadways,,EDC,DOT,Design,2018-09-01,100000000.0,0.0,0.0,2022-02-28,0.0,275.0,100000000.0,2022-02-28,1276.0,0.0,0.0,0.0,0.21551724137931033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2079,2019-05-01,861,West 33rd Street,Regrading and reconstruction of 33rd Street Viaduct between 11th and 12th Avenue..,Streets and Roadways,,EDC,DOT,Design,2018-09-01,100000000.0,0.0,0.0,2022-02-28,0.0,275.0,100000000.0,2022-02-28,1276.0,0.0,0.0,0.0,0.21551724137931033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2078,2019-09-01,861,West 33rd Street,Regrading and reconstruction of 33rd Street Viaduct between 11th and 12th Avenue..,Streets and Roadways,,EDC,DOT,Design,2018-09-01,100000000.0,0.0,0.0,2022-11-30,275.0,275.0,100000000.0,2022-02-28,1276.0,0.0,0.0,0.21551724137931033,0.21551724137931033,0.0,1.0,0.0,275.0,0.0,1.0,0.0,1.0
2082,2019-09-01,862,79th St Boat Basin,Reconstruction of bulkhead and piers at 79th St Boat Basin on behalf of NYCDPR .,Parks,,EDC,DPR,Design,2019-06-13,89219175.0,-1131247.0,-1131246.67,2023-08-30,112.0,112.0,90350421.67,2023-05-10,1427.0,-0.012520660989627896,-0.012520657337182297,0.07848633496846531,0.07848633496846531,1.0,1.0,-1131247.0,112.0,1.0,1.0,1.0,1.0
2086,2018-08-01,863,Network Infrastructure Refresh Program,"This project has a two-fold basis: 1) The ongoing Network Refresh which is needed to replace aging, end-of-life, end-of-support equipment across the NYC H+H. 2) Networking capacity needed to support the Electronic Medical Records system.","Health and Hospitals, IT",,HHC,H+H,IT,,160090000.0,0.0,0.0,,,,160090000.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,1.0,0.0,1.0
2085,2019-01-01,863,Network Infrastructure Refresh Program,"This project has a two-fold basis: 1) The ongoing Network Refresh which is needed to replace aging, end-of-life, end-of-support equipment across the NYC H+H. 2) Networking capacity needed to support the Electronic Medical Records system.","Health and Hospitals, IT",,HHC,H+H,IT,,160090000.0,0.0,0.0,,,,160090000.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,1.0,0.0,2.0
2084,2019-05-01,863,Network Infrastructure Refresh Program,"This project has a two-fold basis: 1) The ongoing Network Refresh which is needed to replace aging, end-of-life, end-of-support equipment across the NYC H+H. 2) Networking capacity needed to support the Electronic Medical Records system.","Health and Hospitals, IT",,HHC,H+H,IT,,160090000.0,0.0,0.0,2023-12-31,,,160090000.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,1.0,0.0,3.0
2083,2019-09-01,863,Network Infrastructure Refresh Program,"This project has a two-fold basis: 1) The ongoing Network Refresh which is needed to replace aging, end-of-life, end-of-support equipment across the NYC H+H. 2) Networking capacity needed to support the Electronic Medical Records system.","Health and Hospitals, IT",,HHC,H+H,IT,,160090000.0,0.0,0.0,2023-12-31,,,160090000.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,1.0,0.0,4.0
2090,2018-08-01,864,Bronx Public School 97 Addition,Design and construction of an addition to an existing school.,Schools,,SCA,DOE,Construction,2017-07-31,62723669.0,0.0,3185749.0,2021-09-03,0.0,0.0,62723669.0,2021-09-03,1495.0,0.0,0.05079022083354212,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,2019-01-01,864,Bronx Public School 97 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-07-31,65207531.0,2483862.0,3185749.0,2021-09-03,0.0,0.0,62723669.0,2021-09-03,1495.0,0.0396000750530075,0.05079022083354212,0.0,0.0,3.0,0.0,2483862.0,0.0,1.0,0.0,1.0,0.0
2088,2019-05-01,864,Bronx Public School 97 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-07-31,65529772.0,322241.0,3185749.0,2021-09-03,0.0,0.0,62723669.0,2021-09-03,1495.0,0.005137470513722659,0.05079022083354212,0.0,0.0,3.0,0.0,2806103.0,0.0,1.0,0.0,2.0,0.0
2087,2019-09-01,864,Bronx Public School 97 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-07-31,65909418.0,379646.0,3185749.0,2021-09-03,0.0,0.0,62723669.0,2021-09-03,1495.0,0.006052675266811959,0.05079022083354212,0.0,0.0,3.0,0.0,3185749.0,0.0,1.0,0.0,3.0,0.0
2094,2018-08-01,865,Queens Francis Lewis HS Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-09-15,60729610.0,0.0,-7538848.0,2021-09-03,0.0,0.0,60729610.0,2021-09-03,1449.0,0.0,-0.12413792876325075,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,2019-01-01,865,Queens Francis Lewis HS Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-09-15,50990877.0,-9738733.0,-7538848.0,2021-09-03,0.0,0.0,60729610.0,2021-09-03,1449.0,-0.16036218576078456,-0.12413792876325075,0.0,0.0,3.0,0.0,-9738733.0,0.0,1.0,0.0,1.0,0.0
2092,2019-05-01,865,Queens Francis Lewis HS Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-09-15,52376721.0,1385844.0,-7538848.0,2021-09-03,0.0,0.0,60729610.0,2021-09-03,1449.0,0.0228199061380437,-0.12413792876325075,0.0,0.0,3.0,0.0,-8352889.0,0.0,1.0,0.0,2.0,0.0
2091,2019-09-01,865,Queens Francis Lewis HS Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-09-15,53190762.0,814041.0,-7538848.0,2021-09-03,0.0,0.0,60729610.0,2021-09-03,1449.0,0.013404350859490124,-0.12413792876325075,0.0,0.0,3.0,0.0,-7538848.0,0.0,1.0,0.0,3.0,0.0
2098,2018-08-01,866,Brooklyn Public School 97 Addition,Design and construction of an addition to an existing school.,Schools,,SCA,DOE,Construction,2017-08-01,53706866.0,0.0,3423226.0,2021-09-03,0.0,0.0,53706866.0,2021-09-03,1494.0,0.0,0.06373907574498948,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,2019-01-01,866,Brooklyn Public School 97 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-08-01,55548359.0,1841493.0,3423226.0,2021-09-03,0.0,0.0,53706866.0,2021-09-03,1494.0,0.03428785064464569,0.06373907574498948,0.0,0.0,3.0,0.0,1841493.0,0.0,1.0,0.0,1.0,0.0
2096,2019-05-01,866,Brooklyn Public School 97 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-08-01,56689945.0,1141586.0,3423226.0,2021-09-03,0.0,0.0,53706866.0,2021-09-03,1494.0,0.021255866987286133,0.06373907574498948,0.0,0.0,3.0,0.0,2983079.0,0.0,1.0,0.0,2.0,0.0
2095,2019-09-01,866,Brooklyn Public School 97 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-08-01,57130092.0,440147.0,3423226.0,2021-09-03,0.0,0.0,53706866.0,2021-09-03,1494.0,0.008195358113057648,0.06373907574498948,0.0,0.0,3.0,0.0,3423226.0,0.0,1.0,0.0,3.0,0.0
2102,2018-08-01,867,Queens Public School 131 Addition,Design and construction of an addition to an existing school.,Schools,,SCA,DOE,Construction,2017-09-11,50919987.0,0.0,2809069.0,2021-09-03,0.0,0.0,50919987.0,2021-09-03,1453.0,0.0,0.055166333801302814,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,2019-01-01,867,Queens Public School 131 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-09-11,53026130.0,2106143.0,2809069.0,2021-09-03,0.0,0.0,50919987.0,2021-09-03,1453.0,0.04136181338773712,0.055166333801302814,0.0,0.0,3.0,0.0,2106143.0,0.0,1.0,0.0,1.0,0.0
2100,2019-05-01,867,Queens Public School 131 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-09-11,53261409.0,235279.0,2809069.0,2021-09-03,0.0,0.0,50919987.0,2021-09-03,1453.0,0.00462056284499837,0.055166333801302814,0.0,0.0,3.0,0.0,2341422.0,0.0,1.0,0.0,2.0,0.0
2099,2019-09-01,867,Queens Public School 131 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-09-11,53729056.0,467647.0,2809069.0,2021-09-03,0.0,0.0,50919987.0,2021-09-03,1453.0,0.009183957568567328,0.055166333801302814,0.0,0.0,3.0,0.0,2809069.0,0.0,1.0,0.0,3.0,0.0
2106,2018-08-01,868,Queens Public School 256 Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-03-14,42455444.0,0.0,-3769531.0,2020-09-03,0.0,0.0,42455444.0,2020-09-03,1269.0,0.0,-0.08878793023575493,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,2019-01-01,868,Queens Public School 256 Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-03-14,37888500.0,-4566944.0,-3769531.0,2020-09-03,0.0,0.0,42455444.0,2020-09-03,1269.0,-0.107570280032874,-0.08878793023575493,0.0,0.0,3.0,0.0,-4566944.0,0.0,1.0,0.0,1.0,0.0
2104,2019-05-01,868,Queens Public School 256 Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-03-14,38409008.0,520508.0,-3769531.0,2020-09-03,0.0,0.0,42455444.0,2020-09-03,1269.0,0.012260100259462602,-0.08878793023575493,0.0,0.0,3.0,0.0,-4046436.0,0.0,1.0,0.0,2.0,0.0
2103,2019-09-01,868,Queens Public School 256 Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-03-14,38685913.0,276905.0,-3769531.0,2020-09-03,0.0,0.0,42455444.0,2020-09-03,1269.0,0.006522249537656466,-0.08878793023575493,0.0,0.0,3.0,0.0,-3769531.0,0.0,1.0,0.0,3.0,0.0
2110,2018-08-01,869,Brooklyn East NY Family Academy New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-10-12,94903480.0,0.0,-11124757.0,2021-09-03,0.0,0.0,94903480.0,2021-09-03,1422.0,0.0,-0.11722180261461435,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2109,2019-01-01,869,Brooklyn East NY Family Academy New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-10-12,81245231.0,-13658249.0,-11124757.0,2021-09-03,0.0,0.0,94903480.0,2021-09-03,1422.0,-0.14391726204349936,-0.11722180261461435,0.0,0.0,3.0,0.0,-13658249.0,0.0,1.0,0.0,1.0,0.0
2108,2019-05-01,869,Brooklyn East NY Family Academy New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-10-12,83586925.0,2341694.0,-11124757.0,2021-09-03,0.0,0.0,94903480.0,2021-09-03,1422.0,0.024674479797790343,-0.11722180261461435,0.0,0.0,3.0,0.0,-11316555.0,0.0,1.0,0.0,2.0,0.0
2107,2019-09-01,869,Brooklyn East NY Family Academy New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-10-12,83778723.0,191798.0,-11124757.0,2021-09-03,0.0,0.0,94903480.0,2021-09-03,1422.0,0.0020209796310946657,-0.11722180261461435,0.0,0.0,3.0,0.0,-11124757.0,0.0,1.0,0.0,3.0,0.0
2114,2019-01-01,873,Staten Island 70 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction Procurement,2017-12-08,93044166.0,0.0,-6257071.0,2022-09-03,0.0,0.0,93044166.0,2022-09-03,1730.0,0.0,-0.06724839685273766,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,2019-05-01,873,Staten Island 70 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-12-08,86249347.0,-6794819.0,-6257071.0,2022-09-03,0.0,0.0,93044166.0,2022-09-03,1730.0,-0.0730278887125497,-0.06724839685273766,0.0,0.0,2.0,0.0,-6794819.0,0.0,1.0,0.0,1.0,0.0
2112,2019-09-01,873,Staten Island 70 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,2017-12-08,86787095.0,537748.0,-6257071.0,2022-09-03,0.0,0.0,93044166.0,2022-09-03,1730.0,0.005779491859812038,-0.06724839685273766,0.0,0.0,2.0,0.0,-6257071.0,0.0,1.0,0.0,2.0,0.0
2116,2019-05-01,874,Staten Island 86 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction Procurement,2018-03-29,127307824.0,0.0,-39515623.0,2021-09-03,0.0,0.0,127307824.0,2021-09-03,1254.0,0.0,-0.3103943006676479,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,2019-09-01,874,Staten Island 86 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,2018-03-29,87792201.0,-39515623.0,-39515623.0,2021-09-03,0.0,0.0,127307824.0,2021-09-03,1254.0,-0.3103943006676479,-0.3103943006676479,0.0,0.0,1.0,0.0,-39515623.0,0.0,1.0,0.0,1.0,0.0
2119,2019-01-01,875,Brooklyn Public School 671 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction Procurement,2018-02-01,74979459.0,0.0,-4959034.0,2021-09-03,0.0,0.0,74979459.0,2021-09-03,1310.0,0.0,-0.06613856736416303,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,2019-05-01,875,Brooklyn Public School 671 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction Procurement,2018-02-01,56097793.0,-18881666.0,-4959034.0,2021-09-14,11.0,0.0,74979459.0,2021-09-03,1310.0,-0.25182451636520875,-0.06613856736416303,0.008396946564885497,0.0,2.0,2.0,-18881666.0,11.0,1.0,1.0,1.0,1.0
2117,2019-09-01,875,Brooklyn Public School 671 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,2018-02-01,70020425.0,13922632.0,-4959034.0,2021-09-03,-11.0,0.0,74979459.0,2021-09-03,1310.0,0.18568594900104574,-0.06613856736416303,-0.008396946564885497,0.0,2.0,2.0,-4959034.0,0.0,1.0,1.0,2.0,2.0
